clientId,clientName,categoriaFiscalId,clientCuit,clientPhone,clientFiscalAddress,clientAddress
1,GIDRAL COMUNICACIONES S.R.L,1,30711195676,49617854,"AV MITRE 33, AVELLANEDA, BUENOS AIRES","AV MITRE 33, AVELLANEDA, BUENOS AIRES"
